district,year,crop,season,area,AvgRain,AvgTemp
HOSHIARPUR,2008,Groundnut,Kharif,2300,101.3833333,24.3025
BATHINDA,2004,Groundnut,Kharif,200,27.58,27.69083333
FIROZPUR,1999,Gram,Rabi,1000,19.7675,27.97625
KAPURTHALA,2001,Rapeseed &Mustard,Rabi,100,40.47,26.62666667
MUKATSAR,2009,Guar seed,Whole year,1300,28.33083333,27.18125
SANGRUR,2005,Rice,Kharif,367000,42.3725,25.96541667
LUDHIANA,2007,Maize,Kharif,2000,41.69833333,26.48791667
MOGA,2002,Rapeseed &Mustard,Rabi,1000,25.7975,27.69791667
HOSHIARPUR,2006,Peas & Beans (Pulses),Rabi,300,79.065,25.21916667
SANGRUR,2008,Rapeseed &Mustard,Rabi,1000,64.98416667,25.48416667
MANSA,1998,Barley,Rabi,3000,37.6275,26.63166667
MANSA,2010,Moong,Kharif,400,45.66666667,26.88875
FARIDKOT,2006,Gram,Rabi,100,43.10666667,26.76416667
LUDHIANA,2005,Cotton(lint),Kharif,1000,46.84,25.80916667
LUDHIANA,2002,Groundnut,Kharif,100,31.09166667,27.45916667
FATEHGARH SAHIB,2002,Rice,Kharif,80000,40.61083333,27.21166667
LUDHIANA,2002,Rapeseed &Mustard,Rabi,2000,31.09166667,27.45916667
MANSA,2010,Cotton(lint),Kharif,88000,45.66666667,26.88875
JALANDHAR,1998,Arhar (Tur),Kharif,400,32.34416667,26.38291667
SANGRUR,2004,Guar seed,Whole year,100,36.56,26.97916667
NAWANSHAHR,2004,Maize,Kharif,18000,45.565,26.64166667
PATIALA,2007,Arhar (Tur),Kharif,100,43.44083333,26.55125
HOSHIARPUR,2002,Wheat,Rabi,137000,42.815,26.33125
NAWANSHAHR,2006,Arhar (Tur),Kharif,100,63.88833333,26.04791667
MOGA,2012,Cotton(lint),Kharif,2000,35.53166667,25.87291667
KAPURTHALA,2005,Maize,Kharif,3000,49.77,25.68041667
JALANDHAR,2010,Moong,Kharif,100,62.85666667,26.25416667
KAPURTHALA,2001,Maize,Kharif,4000,40.47,26.62666667
MUKATSAR,2010,Barley,Rabi,1000,42.1275,27.01166667
MOGA,1998,Wheat,Rabi,124000,27.81583333,26.79958333
MOGA,2012,Rapeseed &Mustard,Rabi,1000,35.53166667,25.87291667
HOSHIARPUR,2009,Masoor,Rabi,300,45.20583333,25.605
FIROZPUR,2005,Barley,Rabi,4000,40.05083333,26.1
FIROZPUR,2001,Cotton(lint),Kharif,143000,32.3675,27.11625
SANGRUR,1998,Arhar (Tur),Kharif,1700,38.12583333,26.315
MOGA,2007,Wheat,Rabi,175000,38.51916667,26.66958333
FATEHGARH SAHIB,2012,Sunflower,Rabi,1000,45.86166667,25.75541667
SANGRUR,2010,Rice,Kharif,272000,52.72333333,26.49541667
JALANDHAR,2008,Rapeseed &Mustard,Rabi,1000,90.14333333,24.945
KAPURTHALA,1998,Rapeseed &Mustard,Rabi,1000,25.0475,26.83791667
LUDHIANA,2000,Barley,Rabi,3000,37.05166667,26.77541667
